user_id,cohort,total_amount,paid_at
54577.0,2020-10,5.0,2020-10-02 07:05:54.798557+00:00
54577.0,2020-10,5.0,2021-01-07 13:04:26.259866+00:00
45339.0,2020-10,5.0,2020-11-07 19:48:27.087578+00:00
10247.0,2020-09,5.0,2020-10-04 20:05:46.055094+00:00
10247.0,2020-09,5.0,2020-12-30 15:46:57.745605+00:00
17072.0,2020-09,5.0,2020-10-06 19:35:40.269794+00:00
15057.0,2020-09,5.0,2020-11-01 22:44:52.976511+00:00
15057.0,2020-09,5.0,2020-11-02 14:31:34.994484+00:00
89044.0,2020-10,5.0,2021-01-06 20:15:35.814781+00:00
28161.0,2020-09,5.0,2020-10-06 19:35:45.932734+00:00
15221.0,2020-06,5.0,2020-09-04 14:25:41.884384+00:00
90891.0,2020-10,5.0,2020-11-04 19:30:14.727798+00:00
38816.0,2020-10,5.0,2020-10-28 10:37:04.444020+00:00
25246.0,2020-08,5.0,2020-08-31 16:44:31.593894+00:00
88757.0,2020-10,5.0,2020-11-27 19:20:33.500977+00:00
19491.0,2020-06,5.0,2020-07-07 10:17:29.845240+00:00
33465.0,2020-07,5.0,2020-08-03 08:04:55.464706+00:00
33465.0,2020-07,5.0,2020-09-04 07:48:24.983070+00:00
,2020-06,5.0,2020-07-16 13:58:18.957525+00:00
,2020-07,5.0,2020-09-04 12:23:39.421473+00:00
,2020-07,5.0,2020-07-28 21:24:46.817770+00:00
13863.0,2020-06,5.0,2020-08-10 10:15:00.322635+00:00
,2020-10,5.0,2020-11-06 19:25:43.983170+00:00
4552.0,2020-06,5.0,2020-08-06 09:50:35.193842+00:00
138.0,2020-07,5.0,2020-07-19 13:41:56.993653+00:00
138.0,2020-07,5.0,2020-07-22 11:55:04.836484+00:00
11977.0,2020-05,5.0,2020-07-23 09:47:09.213145+00:00
11977.0,2020-05,5.0,2020-07-14 08:12:00.821716+00:00
96836.0,2020-10,5.0,2020-11-12 05:20:17.889531+00:00
31380.0,2020-08,5.0,2020-08-29 06:48:23.075151+00:00
8592.0,2020-05,5.0,2020-07-31 07:25:56.051010+00:00
12485.0,2020-07,5.0,2020-09-14 08:49:28.153142+00:00
12485.0,2020-07,5.0,2020-09-14 08:49:27.611727+00:00
52095.0,2020-10,5.0,2020-10-24 03:54:47.722352+00:00
9517.0,2020-05,5.0,2020-07-06 18:01:04.757420+00:00
15570.0,2020-06,5.0,2020-07-01 07:16:19.546783+00:00
15570.0,2020-06,5.0,2020-07-15 16:56:23.123058+00:00
8944.0,2020-05,5.0,2020-07-01 23:08:03.927568+00:00
7780.0,2020-07,5.0,2020-12-07 16:54:43.827062+00:00
7780.0,2020-07,5.0,2020-12-07 16:54:43.890092+00:00
7780.0,2020-07,5.0,2020-12-07 16:54:43.851506+00:00
7780.0,2020-07,5.0,2020-12-07 16:54:43.871515+00:00
12274.0,2020-06,5.0,2020-09-15 09:26:38.608288+00:00
12274.0,2020-06,5.0,2020-09-15 09:26:40.402107+00:00
22274.0,2020-07,5.0,2020-09-14 08:49:25.163073+00:00
22274.0,2020-07,5.0,2020-09-14 08:49:25.188682+00:00
69977.0,2020-10,5.0,2020-12-08 17:23:03.601080+00:00
69977.0,2020-10,5.0,2020-12-08 17:23:03.631933+00:00
24327.0,2020-09,5.0,2020-10-06 19:35:47.090187+00:00
1411.0,2020-07,5.0,2020-09-04 16:13:07.021527+00:00
13637.0,2020-08,5.0,2020-08-19 13:58:21.546364+00:00
13637.0,2020-08,5.0,2020-10-07 13:48:46.214258+00:00
87346.0,2020-10,5.0,2020-12-31 19:23:34.629205+00:00
100153.0,2020-10,5.0,2020-12-28 17:02:48.269548+00:00
71051.0,2020-10,5.0,2020-12-30 04:22:30.419443+00:00
15780.0,2020-10,5.0,2021-01-09 19:01:45.290695+00:00
2460.0,2020-05,5.0,2020-06-23 08:20:48.421740+00:00
2460.0,2020-05,5.0,2020-07-23 13:14:53+00:00
2460.0,2020-05,5.0,2020-06-23 08:20:50.926275+00:00
1280.0,2020-06,5.0,2020-12-31 14:30:54.075618+00:00
8649.0,2020-10,5.0,2020-10-12 16:52:06.167119+00:00
8649.0,2020-10,5.0,2020-10-31 10:49:56.898987+00:00
8649.0,2020-10,5.0,2021-01-31 16:58:17.041071+00:00
14750.0,2020-06,5.0,2020-06-23 08:20:50.953011+00:00
72855.0,2020-10,5.0,2020-10-21 11:47:57.962821+00:00
72855.0,2020-10,5.0,2021-01-05 21:03:03.485031+00:00
32758.0,2020-08,5.0,2020-10-03 03:43:30.409445+00:00
32758.0,2020-08,5.0,2020-10-03 03:43:30.390311+00:00
11967.0,2020-06,5.0,2020-07-27 14:02:55.033928+00:00
4825.0,2020-08,5.0,2020-09-04 03:58:37.915741+00:00
23754.0,2020-06,5.0,2020-07-19 21:45:13.838176+00:00
18326.0,2020-09,5.0,2020-10-09 06:36:25.881761+00:00
18326.0,2020-09,5.0,2020-09-28 06:20:19.480002+00:00
18326.0,2020-09,5.0,2020-12-23 06:28:15.914980+00:00
14977.0,2020-07,5.0,2020-07-31 16:00:54.945006+00:00
73046.0,2020-10,5.0,2021-01-05 15:59:32.802890+00:00
85109.0,2020-10,5.0,2020-11-07 19:53:58.951627+00:00
15179.0,2020-10,5.0,2020-10-29 01:09:24.557841+00:00
15179.0,2020-10,5.0,2021-01-13 04:57:21.131760+00:00
60572.0,2020-10,5.0,2020-12-03 11:40:09.629312+00:00
16037.0,2020-08,5.0,2020-09-29 19:55:19.181265+00:00
42918.0,2020-09,5.0,2020-10-13 08:12:35.028527+00:00
34591.0,2020-10,5.0,2020-11-12 05:24:46.479218+00:00
31556.0,2020-07,5.0,2020-07-28 16:52:57.331405+00:00
31556.0,2020-07,5.0,2020-12-18 11:23:05.791364+00:00
31556.0,2020-07,5.0,2020-12-18 11:23:05.761701+00:00
31556.0,2020-07,5.0,2020-12-18 11:23:05.815385+00:00
96295.0,2020-10,5.0,2021-01-31 19:15:37.670203+00:00
6646.0,2020-06,5.0,2020-07-29 15:07:35.093421+00:00
57440.0,2020-10,5.0,2020-11-12 06:14:16.564448+00:00
98604.0,2020-10,5.0,2020-12-22 04:12:27.319164+00:00
9261.0,2020-07,5.0,2020-08-29 06:52:10.869690+00:00
,2020-07,5.0,2020-09-01 16:30:28.575195+00:00
,2020-07,5.0,2020-09-15 09:33:18.083809+00:00
42862.0,2020-10,5.0,2020-11-12 05:21:52.837537+00:00
26851.0,2020-07,5.0,2020-08-07 12:33:50.455244+00:00
26851.0,2020-07,5.0,2020-09-15 07:30:59.793322+00:00
70580.0,2020-10,5.0,2020-10-29 13:27:25.269290+00:00
20230.0,2020-06,5.0,2020-06-25 23:41:23.810387+00:00
20230.0,2020-06,5.0,2020-07-12 04:34:30.208465+00:00
13255.0,2020-07,5.0,2020-12-18 17:13:18.722253+00:00
13255.0,2020-07,5.0,2020-12-18 17:13:18.756121+00:00
13255.0,2020-07,5.0,2020-12-18 17:13:18.739765+00:00
19390.0,2020-07,5.0,2020-07-27 15:33:11.837137+00:00
19390.0,2020-07,5.0,2020-08-19 15:55:41.884134+00:00
11110.0,2020-06,5.0,2020-08-06 04:43:38.170293+00:00
10166.0,2020-05,5.0,2020-06-30 06:49:36.589289+00:00
17418.0,2020-09,5.0,2021-02-08 12:57:41.326151+00:00
94653.0,2020-10,5.0,2020-11-07 19:54:38.966138+00:00
17706.0,2020-07,5.0,2020-09-04 03:58:05.894772+00:00
4305.0,2020-07,5.0,2020-07-26 21:58:09.858611+00:00
58961.0,2020-10,5.0,2020-10-14 03:34:25.190747+00:00
35909.0,2020-09,5.0,2020-10-06 19:35:56.843689+00:00
31406.0,2020-07,5.0,2020-09-01 10:11:15.055533+00:00
31406.0,2020-07,5.0,2021-02-10 21:49:35.536588+00:00
31406.0,2020-07,5.0,2021-02-10 21:49:35.517515+00:00
1348.0,2020-06,5.0,2020-08-20 12:37:08.450979+00:00
47577.0,2020-09,5.0,2020-10-07 09:41:55.951811+00:00
47577.0,2020-09,5.0,2020-12-29 21:39:41.439609+00:00
44934.0,2020-10,5.0,2020-11-05 20:56:18.908918+00:00
48827.0,2020-09,5.0,2020-10-26 07:37:59.113668+00:00
48827.0,2020-09,5.0,2020-11-01 19:15:08.761901+00:00
86964.0,2020-10,5.0,2020-10-27 08:49:47.594051+00:00
86964.0,2020-10,5.0,2020-11-15 19:00:27.319459+00:00
87209.0,2020-10,5.0,2020-10-27 11:16:14.215525+00:00
72204.0,2020-10,5.0,2020-11-12 06:12:46.555090+00:00
19060.0,2020-07,5.0,2020-10-06 13:37:44.994401+00:00
19060.0,2020-07,5.0,2020-10-06 13:37:45.626134+00:00
,2020-06,5.0,2020-09-04 04:00:35.288608+00:00
5331.0,2020-06,5.0,2020-08-21 12:48:27.031948+00:00
5331.0,2020-06,5.0,2020-08-21 12:48:27.015729+00:00
34460.0,2020-08,5.0,2020-08-29 06:48:12.837581+00:00
21697.0,2020-10,5.0,2020-11-03 20:35:31.935947+00:00
29451.0,2020-10,5.0,2021-01-05 16:00:47.561259+00:00
4825.0,2020-06,5.0,2020-06-28 08:43:01.424793+00:00
,2020-08,5.0,2020-10-06 13:47:15.358810+00:00
40736.0,2020-10,5.0,2021-01-05 08:13:09.262903+00:00
85171.0,2020-10,5.0,2021-01-07 13:10:46.762958+00:00
,2020-08,5.0,2020-10-27 02:43:33.850095+00:00
,2020-08,5.0,2020-10-27 02:43:33.045275+00:00
,2020-08,5.0,2020-10-27 02:43:33.068281+00:00
1909.0,2020-06,5.0,2020-08-07 06:50:55.919635+00:00
99347.0,2020-10,5.0,2020-11-25 05:21:11.998213+00:00
23385.0,2020-07,5.0,2021-01-05 16:01:08.077032+00:00
23385.0,2020-07,5.0,2021-01-05 16:01:08.056665+00:00
90512.0,2020-10,5.0,2021-01-07 13:05:57.326594+00:00
11678.0,2020-08,5.0,2020-08-05 17:52:48.905730+00:00
11678.0,2020-08,5.0,2020-08-10 10:20:56.670933+00:00
11678.0,2020-08,5.0,2020-10-12 19:27:56.906165+00:00
20859.0,2020-08,5.0,2020-09-06 05:47:48.293015+00:00
20859.0,2020-08,5.0,2020-10-15 04:38:16.711283+00:00
11289.0,2020-06,5.0,2020-07-19 16:29:24.525780+00:00
16168.0,2020-06,5.0,2020-07-13 19:14:09.754002+00:00
9590.0,2020-09,5.0,2020-10-06 19:36:20.520682+00:00
48490.0,2020-09,5.0,2020-09-25 06:49:14.764029+00:00
48490.0,2020-09,5.0,2020-09-26 16:58:36.454537+00:00
48490.0,2020-09,5.0,2021-01-28 08:58:15.343679+00:00
62302.0,2020-10,5.0,2020-10-12 20:54:11.859448+00:00
62302.0,2020-10,5.0,2020-10-30 18:22:19.545566+00:00
62302.0,2020-10,5.0,2021-01-17 23:59:23.683946+00:00
60704.0,2020-10,5.0,2020-11-12 05:23:41.613659+00:00
9199.0,2020-07,5.0,2020-09-07 17:07:57.144312+00:00
9199.0,2020-07,5.0,2021-02-05 02:33:34.491522+00:00
9199.0,2020-07,5.0,2021-02-05 02:33:34.509885+00:00
6162.0,2020-06,5.0,2020-06-30 12:58:41.724871+00:00
46150.0,2020-09,5.0,2021-01-09 05:38:43.437966+00:00
10123.0,2020-10,5.0,2020-11-11 20:22:57.164441+00:00
5496.0,2020-07,5.0,2020-07-27 12:22:58.183220+00:00
33541.0,2020-08,5.0,2020-10-12 02:23:23.170436+00:00
33541.0,2020-08,5.0,2020-10-10 23:08:30.721652+00:00
8582.0,2020-06,5.0,2020-08-21 14:26:26.757585+00:00
8582.0,2020-06,5.0,2020-08-21 14:26:26.740319+00:00
25150.0,2020-07,5.0,2020-07-20 12:57:29.996724+00:00
52193.0,2020-10,5.0,2020-11-12 05:21:00.332891+00:00
65506.0,2020-10,5.0,2020-11-05 20:19:14.036957+00:00
96648.0,2020-10,5.0,2020-12-18 17:23:05.444907+00:00
5272.0,2020-06,5.0,2020-09-17 01:13:08.624813+00:00
5272.0,2020-06,5.0,2020-09-17 01:13:08.651552+00:00
213.0,2020-07,5.0,2020-08-28 12:56:24.868832+00:00
213.0,2020-07,5.0,2021-01-15 16:06:00.087708+00:00
213.0,2020-07,5.0,2021-01-15 16:06:00.049200+00:00
213.0,2020-07,5.0,2021-01-15 16:06:00.009072+00:00
13556.0,2020-06,5.0,2020-06-29 08:55:51.520187+00:00
17343.0,2020-06,5.0,2020-08-28 08:46:12.161036+00:00
213.0,2020-06,5.0,2021-01-15 16:06:00.068594+00:00
213.0,2020-06,5.0,2021-01-15 16:06:00.029759+00:00
213.0,2020-06,5.0,2021-01-15 16:06:00.108199+00:00
,2020-07,5.0,2020-07-23 06:56:50.374411+00:00
,2020-07,5.0,2020-07-25 07:26:42.340320+00:00
15228.0,2020-06,5.0,2020-07-26 15:33:42.554699+00:00
34350.0,2020-10,5.0,2020-12-11 23:56:45.568172+00:00
79660.0,2020-10,5.0,2020-10-22 22:58:09.566582+00:00
79660.0,2020-10,5.0,2021-01-07 12:54:48.791015+00:00
21429.0,2020-10,5.0,2020-11-05 20:19:22.624699+00:00
35117.0,2020-09,5.0,2020-10-04 19:42:53.913985+00:00
35117.0,2020-09,5.0,2021-01-12 21:43:44.329936+00:00
10904.0,2020-06,5.0,2020-07-27 10:14:20.359063+00:00
92132.0,2020-10,5.0,2021-01-05 16:02:03.458143+00:00
20820.0,2020-09,5.0,2020-10-14 13:20:45.223566+00:00
,2020-10,5.0,2020-11-05 20:25:01.549822+00:00
4644.0,2020-06,5.0,2020-11-20 04:51:39.192436+00:00
4644.0,2020-06,5.0,2020-06-26 23:20:43.891325+00:00
4644.0,2020-06,5.0,2020-07-21 08:54:33.468659+00:00
4644.0,2020-06,5.0,2020-11-20 04:51:39.210963+00:00
26438.0,2020-07,5.0,2020-07-17 13:33:26.403503+00:00
26438.0,2020-07,5.0,2020-08-25 11:49:27.084127+00:00
6569.0,2020-06,5.0,2020-12-10 05:04:46.633959+00:00
6569.0,2020-06,5.0,2020-12-17 14:39:55.802680+00:00
6569.0,2020-06,5.0,2020-12-10 05:04:46.661561+00:00
6569.0,2020-06,5.0,2020-12-10 05:04:46.682474+00:00
5700.0,2020-06,5.0,2020-07-11 06:26:11.339557+00:00
30009.0,2020-07,5.0,2020-07-15 08:39:01.704365+00:00
30009.0,2020-07,5.0,2020-09-08 09:50:29.647765+00:00
30131.0,2020-07,5.0,2020-07-10 18:18:42.081333+00:00
30364.0,2020-07,5.0,2020-07-24 11:27:31.446769+00:00
36981.0,2020-10,5.0,2020-11-05 19:55:41.714223+00:00
,2020-09,5.0,2020-10-09 17:43:34.701211+00:00
7088.0,2020-06,5.0,2020-06-24 22:27:58.659980+00:00
22531.0,2020-09,5.0,2021-01-05 02:07:04.739656+00:00
22531.0,2020-09,5.0,2021-01-05 02:07:04.759162+00:00
58814.0,2020-10,5.0,2020-12-07 16:53:11.446964+00:00
62175.0,2020-10,5.0,2021-01-19 03:57:24.999929+00:00
4904.0,2020-05,5.0,2020-06-28 15:09:59.562006+00:00
4904.0,2020-05,5.0,2020-09-15 06:52:55.033636+00:00
43191.0,2020-09,5.0,2020-10-21 09:24:48.639719+00:00
14638.0,2020-08,5.0,2020-09-17 09:38:49.044767+00:00
97197.0,2020-10,5.0,2021-01-09 05:39:23.865733+00:00
36366.0,2020-09,5.0,2020-10-21 09:24:50.154469+00:00
9826.0,2020-06,5.0,2020-07-03 11:23:06.226522+00:00
,2020-07,5.0,2020-08-13 11:53:19+00:00
,2020-07,5.0,2020-08-15 22:15:41+00:00
57193.0,2020-10,5.0,2021-01-07 13:06:29.677772+00:00
11998.0,2020-09,5.0,2020-10-05 07:34:22.127839+00:00
,2020-10,5.0,2020-11-20 19:11:30.806240+00:00
62776.0,2020-10,5.0,2020-12-16 07:26:38.965672+00:00
13758.0,2020-06,5.0,2020-06-26 13:27:00.082094+00:00
13758.0,2020-06,5.0,2020-07-14 14:00:07.217703+00:00
13758.0,2020-06,5.0,2020-07-16 14:36:32.797787+00:00
,2020-08,5.0,2020-08-22 08:47:58.725252+00:00
,2020-08,5.0,2020-09-26 03:56:54.807995+00:00
24288.0,2020-09,5.0,2021-01-05 16:03:16.681475+00:00
24288.0,2020-09,5.0,2020-10-06 11:34:59.548892+00:00
8866.0,2020-09,5.0,2020-10-20 10:12:21.513767+00:00
59840.0,2020-10,5.0,2020-10-15 04:47:50.746779+00:00
73567.0,2020-10,5.0,2020-10-21 09:24:23.664825+00:00
73567.0,2020-10,5.0,2020-10-31 18:59:42.918147+00:00
73567.0,2020-10,5.0,2020-10-22 17:28:37.951961+00:00
40226.0,2020-10,5.0,2020-11-12 05:22:16.578550+00:00
22960.0,2020-09,5.0,2020-09-29 07:25:10.823832+00:00
22960.0,2020-09,5.0,2020-11-06 19:25:24.821156+00:00
92043.0,2020-10,5.0,2021-01-02 01:37:23.826509+00:00
13154.0,2020-09,5.0,2020-09-20 05:06:58.561772+00:00
13154.0,2020-09,5.0,2020-10-20 14:46:11.094684+00:00
12664.0,2020-07,5.0,2020-09-01 07:06:36.087035+00:00
63661.0,2020-10,5.0,2020-10-29 19:09:59.973047+00:00
32220.0,2020-08,5.0,2020-08-06 18:11:21.316419+00:00
32220.0,2020-08,5.0,2020-10-02 03:19:33.491355+00:00
15732.0,2020-09,5.0,2021-01-05 14:15:25.070149+00:00
15732.0,2020-09,5.0,2021-01-05 14:15:25.037795+00:00
17995.0,2020-07,5.0,2020-09-09 02:35:26.429697+00:00
89788.0,2020-10,5.0,2020-12-24 02:26:22.826036+00:00
87807.0,2020-10,5.0,2020-12-15 10:09:46.354131+00:00
12077.0,2020-06,5.0,2020-07-22 22:51:40.132655+00:00
10079.0,2020-09,5.0,2020-10-07 19:52:07.219645+00:00
10079.0,2020-09,5.0,2021-02-04 02:24:20.320028+00:00
89998.0,2020-10,5.0,2020-12-18 17:24:56.723217+00:00
35354.0,2020-08,5.0,2020-08-25 03:08:12.826904+00:00
35354.0,2020-08,5.0,2020-10-14 03:08:47.842369+00:00
98556.0,2020-10,5.0,2020-12-03 11:35:47.792876+00:00
58786.0,2020-10,5.0,2020-12-23 07:07:29.879159+00:00
12077.0,2020-09,5.0,2020-09-28 14:37:16.957413+00:00
12077.0,2020-09,5.0,2020-11-01 02:16:52.135491+00:00
28191.0,2020-07,5.0,2020-07-09 22:52:51.735005+00:00
28191.0,2020-07,5.0,2020-10-08 07:03:38.072673+00:00
28191.0,2020-07,5.0,2020-10-08 07:03:38.865757+00:00
50403.0,2020-09,5.0,2020-11-12 05:21:56.379144+00:00
